"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-02","3.6",,,"0.0","0.0","380.0",,"3.9","-2.7",,"  310","  300",,"8.1","15.2",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-03","2.2",,,"17.0","46.0","360.0",,"2.8","-5.5",,"  240","  250",,"6.3","10.7","    1",,,,,"    1",,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-04","2.7",,,"6.4","0.0","330.0",,"7.2","1.7",,"  250","  250",,"6.7","11.2","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-05","2.6",,,"19.3","191.0","330.0",,"4.4","-7.1",,"  310","  300",,"6.3","8.9","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-06","2.8",,,"0.0","0.0","480.0",,"-2.7","-11.0",,"  250","  250",,"6.3","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-07","2.3",,,"0.0","0.0","460.0",,"3.3","-7.7",,"  250","  250",,"7.2","10.7",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-08","2.3",,,"0.0","0.0","410.0",,"9.4","2.8",,"  280","  270",,"8.9","13.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-09","2.1",,,"0.3","0.0","330.0",,"12.2","4.4",,"  290","  290",,"7.2","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-10","1.6",,,"11.7","0.0","280.0",,"11.7","3.9",,"  180","  170",,"5.4","7.6","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-11","3.1",,,"0.3","0.0","150.0",,"15.0","6.7",,"  320","  330",,"6.3","9.8","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-12","3.7",,,"0.0","0.0","100.0",,"8.3","2.2",,"  350","  310",,"8.9","14.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-13","2.9",,,"0.0","0.0","50.0",,"6.1","-0.5",,"  170","  190",,"5.8","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-14","2.5",,,"20.6","0.0","30.0",,"10.6","4.4",,"  160","  170",,"6.7","9.8","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-15","5.1",,,"0.0","0.0","0.0",,"6.7","2.2",,"  310","  320",,"10.3","18.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-16","1.7",,,"0.0","0.0","0.0",,"11.1","1.7",,"  310","  310",,"5.8","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-17","4.3",,,"0.5","0.0","0.0",,"13.9","1.1",,"  310","  310",,"10.7","19.2",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-18","4.3",,,"0.0","0.0","0.0",,"3.9","-1.6",,"  310","  290",,"8.9","15.7",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-19","2.6",,,"0.0","0.0","0.0",,"6.1","-1.6",,"  280","  310",,"6.3","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-20","3.5",,,"10.2","114.0","0.0",,"3.3","-1.6",,"   60","   70",,"7.6","9.8","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-21","2.4",,,"0.0","0.0","130.0",,"8.3","-1.6",,"  310","  320",,"7.2","12.1","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-22","3.4",,,"0.0","0.0","0.0",,"6.1","-2.1",,"  310","  310",,"8.1","13.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-23","3.0",,,"0.0","0.0","0.0",,"3.3","-4.9",,"  310","  280",,"7.2","12.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-24","1.8",,,"0.0","0.0","0.0",,"7.2","-3.2",,"  360","  360",,"5.8","7.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-25","2.0",,,"1.3","0.0","0.0",,"9.4","1.1",,"  160","  180",,"5.8","9.8","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-26","1.3",,,"8.1","0.0","0.0",,"16.7","5.6",,"   30","  360",,"6.3","10.3","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-27","1.9",,,"6.9","0.0","0.0",,"7.8","3.9",,"  360","  290",,"5.4","8.1","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-28","3.4",,,"0.0","0.0","0.0",,"4.4","-3.2",,"   10","  310",,"6.7","10.3",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-29","2.8",,,"0.0","0.0","0.0",,"7.8","-3.8",,"  230","  250",,"6.3","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-30","3.5",,,"0.0","0.0","0.0",,"12.2","2.2",,"  290","  280",,"10.7","19.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-31","2.4",,,"4.3","0.0","0.0",,"8.3","1.7",,"  280","  280",,"5.8","8.9","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-01","2.3",,,"0.0","0.0","0.0",,"10.6","0.0",,"  280","  280",,"6.7","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-02","2.8",,,"0.0","0.0","0.0",,"19.4","5.0",,"  250","  260",,"8.9","13.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-03","3.0",,,"1.0","0.0","0.0",,"17.8","15.0",,"  250","  250",,"7.2","11.2","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-04","4.5",,,"0.3","0.0","0.0",,"15.6","5.6",,"  310","  310",,"10.7","18.3","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-05","2.2",,,"0.0","0.0","0.0",,"16.1","5.6",,"  280","  290",,"8.1","13.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-06","1.9",,,"0.0","0.0","0.0",,"17.2","5.6",,"  250","  250",,"5.4","8.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-07","3.1",,,"3.8","0.0","0.0",,"16.7","5.6",,"   60","   50",,"7.6","11.2","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-08","5.1",,,"0.0","0.0","0.0",,"7.2","2.8",,"   70","   60",,"9.8","14.3","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-09","4.0",,,"0.0","0.0","0.0",,"6.1","2.8",,"   60","   60",,"8.1","11.2","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-10","2.1",,,"4.3","0.0","0.0",,"13.3","3.9",,"  290","  290",,"6.3","9.8","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-11","3.9",,,"0.0","0.0","0.0",,"13.9","6.7",,"  310","  300",,"7.6","13.0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-12","1.5",,,"0.0","0.0","0.0",,"18.9","6.1",,"  250","  260",,"5.8","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-13","2.1",,,"0.0","0.0","0.0",,"20.0","10.0",,"  170","  180",,"6.7","10.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-14","1.7",,,"0.3","0.0","0.0",,"18.3","12.8",,"  240","  240",,"5.8","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-15","2.8",,,"0.0","0.0","0.0",,"22.2","10.6",,"   40","   40",,"9.4","15.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-16","2.9",,,"0.0","0.0","0.0",,"17.8","11.1",,"  170","  170",,"7.2","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-17","2.3",,,"2.0","0.0","0.0",,"21.7","12.8",,"  240","  250",,"6.7","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-18","1.9",,,"0.0","0.0","0.0",,"26.7","15.0",,"  350","  360",,"6.7","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-19","3.8",,,"0.0","0.0","0.0",,"17.8","8.9",,"  180","  170",,"6.7","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-20","3.3",,,"34.8","0.0","0.0",,"13.9","7.8",,"  130","  110",,"7.2","12.1","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-21","2.7",,,"5.1","0.0","0.0",,"18.3","11.1",,"  290","  290",,"7.2","10.7","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-22","2.9",,,"1.3","0.0","0.0",,"20.6","8.9",,"  270","  290",,"8.9","14.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-23","4.1",,,"0.0","0.0","0.0",,"11.1","5.0",,"  310","  320",,"9.4","14.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-24","3.8",,,"0.0","0.0","0.0",,"11.1","3.9",,"  310","   20",,"7.6","14.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-25","2.5",,,"0.0","0.0","0.0",,"16.7","3.3",,"   50","  280",,"6.3","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-26","2.3",,,"0.0","0.0","0.0",,"17.8","7.8",,"   50","   40",,"5.8","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-27","2.6",,,"0.0","0.0","0.0",,"16.7","9.4",,"  310","  310",,"7.2","12.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-28","3.5",,,"0.0","0.0","0.0",,"21.7","10.0",,"   20","   10",,"7.6","11.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-29","2.5",,,"0.0","0.0","0.0",,"25.6","10.0",,"   60","   50",,"7.6","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-30","3.6",,,"0.0","0.0","0.0",,"19.4","8.9",,"   60","   60",,"6.7","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-01","2.3",,,"0.0","0.0","0.0",,"17.2","9.4",,"   50","  160",,"6.3","8.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-02","1.3",,,"0.0","0.0","0.0",,"23.3","8.9",,"  160","  160",,"6.7","9.8",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-03","1.1",,,"0.0","0.0","0.0",,"26.7","10.6",,"  180","  180",,"4.5","8.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-04","2.4",,,"0.0","0.0","0.0",,"29.4","13.9",,"  230","  210",,"6.7","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-05","1.8",,,"0.0","0.0","0.0",,"29.4","18.9",,"  250","  250",,"5.8","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-06","2.2",,,"0.0","0.0","0.0",,"22.8","15.0",,"   60","   50",,"6.3","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-07","1.0",,,"0.0","0.0","0.0",,"26.7","13.3",,"  180","  170",,"4.5","7.6",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-08","1.3",,,"0.0","0.0","0.0",,"27.8","13.3",,"  160","  170",,"5.8","9.4","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-09","1.9",,,"0.0","0.0","0.0",,"21.1","13.9",,"   60","  170",,"4.0","5.8","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-10","1.6",,,"0.0","0.0","0.0",,"28.3","16.1",,"  230","  240",,"5.8","10.3","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-11","1.7",,,"0.0","0.0","0.0",,"28.9","21.1",,"  250","  240",,"5.8","11.2",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-12","2.4",,,"0.0","0.0","0.0",,"30.0","17.8",,"  240","  270",,"6.7","12.5","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-13","3.3",,,"0.0","0.0","0.0",,"21.1","11.7",,"  300","  300",,"6.7","11.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-14","1.7",,,"0.0","0.0","0.0",,"22.8","10.0",,"  250","  240",,"5.8","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-15","1.5",,,"0.0","0.0","0.0",,"23.9","12.8",,"  160","  180",,"5.8","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-16","0.9",,,"7.6","0.0","0.0",,"23.9","13.9",,"  260","  260",,"4.5","7.2","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-17","0.9",,,"0.5","0.0","0.0",,"28.3","17.8",,"   10","   20",,"3.1","4.9","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-18","2.1",,,"0.0","0.0","0.0",,"23.9","15.6",,"   70","   70",,"6.3","8.1","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-19","1.1",,,"0.0","0.0","0.0",,"26.7","15.0",,"  350","  300",,"6.3","11.6","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-20","3.1",,,"0.0","0.0","0.0",,"19.4","12.2",,"  300","  320",,"6.3","12.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-21","1.2",,,"0.0","0.0","0.0",,"16.7","11.1",,"  270","  250",,"5.4","7.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-22","2.7",,,"0.0","0.0","0.0",,"23.3","12.8",,"  290","  280",,"8.1","13.0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-23","2.0",,,"0.0","0.0","0.0",,"21.1","9.4",,"  300","  300",,"6.7","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-24","1.7",,,"0.0","0.0","0.0",,"27.2","13.3",,"  240","  250",,"4.5","8.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-25","2.2",,,"0.0","0.0","0.0",,"29.4","17.8",,"  240","  200",,"5.8","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-26","2.3",,,"0.0","0.0","0.0",,"31.1","19.4",,"  230","  250",,"5.4","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-27","2.3",,,"2.0","0.0","0.0",,"29.4","21.1",,"  170","  160",,"6.7","10.3","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-28","1.8",,,"0.0","0.0","0.0",,"29.4","21.1",,"   30","  310",,"5.4","8.9",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-29","1.8",,,"0.0","0.0","0.0",,"29.4","18.3",,"   50","  160",,"5.4","7.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-30","2.5",,,"0.0","0.0","0.0",,"29.4","19.4",,"  180","  180",,"6.3","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-31","2.5",,,"37.1","0.0","0.0",,"30.6","13.9",,"   80","   60",,"8.9","12.5","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-01","4.6",,,"18.3","0.0","0.0",,"14.4","10.6",,"   70","   70",,"7.2","13.0","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-02","2.8",,,"9.4","0.0","0.0",,"12.8","10.0",,"   60","   50",,"6.3","8.5","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-03","2.1",,,"0.0","0.0","0.0",,"21.1","11.1",,"  150","  180",,"4.5","7.2","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-04","2.3",,,"0.0","0.0","0.0",,"18.3","12.2",,"   60","   80",,"5.4","7.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-05","1.3",,,"3.3","0.0","0.0",,"21.1","12.8",,"   80","   50",,"4.0","6.3","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-06","2.1",,,"4.8","0.0","0.0",,"24.4","15.6",,"  330","   50",,"4.0","9.8","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-07","1.7",,,"0.0","0.0","0.0",,"23.3","12.8",,"  190","  180",,"5.4","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-08","2.7",,,"1.5","0.0","0.0",,"26.1","17.2",,"  250","  240",,"6.7","12.1","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-09","2.2",,,"0.3","0.0","0.0",,"28.3","20.0",,"  290","  280",,"6.7","11.2","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-10","1.4",,,"0.0","0.0","0.0",,"27.8","18.3",,"  230","  250",,"5.8","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-11","2.0",,,"0.0","0.0","0.0",,"31.7","22.2",,"  250","  250",,"6.3","8.5",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-12","2.0",,,"0.0","0.0","0.0",,"31.1","22.8",,"  170","  240",,"5.8","10.3",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-13","2.4",,,"0.0","0.0","0.0",,"30.0","22.2",,"  360","  320",,"6.3","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-14","1.2",,,"9.1","0.0","0.0",,"31.1","18.9",,"  230","  210",,"4.5","8.1","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-15","2.1",,,"14.5","0.0","0.0",,"28.3","17.8",,"   70","   60",,"7.6","11.2","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-16","1.0",,,"6.9","0.0","0.0",,"26.1","18.3",,"  290","  310",,"3.6","5.8","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-17","1.7",,,"0.0","0.0","0.0",,"27.8","18.9",,"  160","   50",,"5.4","7.6",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-18","1.6",,,"0.0","0.0","0.0",,"21.7","17.8",,"  200","  170",,"3.6","6.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-19","1.7",,,"0.0","0.0","0.0",,"30.6","20.0",,"   60","   30",,"4.5","7.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-20","2.4",,,"0.0","0.0","0.0",,"23.9","17.8",,"   80","   60",,"6.7","9.8","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-21","2.0",,,"16.3","0.0","0.0",,"31.1","21.7",,"  300","  310",,"7.2","13.0","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-22","2.2",,,"0.0","0.0","0.0",,"30.6","21.1",,"  260","  260",,"5.8","8.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-23","2.6",,,"0.5","0.0","0.0",,"32.2","23.9",,"  250","  250",,"7.2","12.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-24","2.1",,,"0.0","0.0","0.0",,"28.9","20.0",,"  340","  360",,"5.8","8.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-25","1.4",,,"0.0","0.0","0.0",,"28.3","18.3",,"  240","  250",,"5.8","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-26","2.0",,,"0.0","0.0","0.0",,"27.2","20.6",,"   60","   80",,"7.2","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-27","3.3",,,"28.4","0.0","0.0",,"21.7","14.4",,"   60","   80",,"7.2","10.7","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-28","2.4",,,"7.4","0.0","0.0",,"22.8","16.7",,"   60","   90",,"8.1","11.2","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-29","2.2",,,"0.0","0.0","0.0",,"24.4","17.2",,"  250","  250",,"5.4","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-30","2.2",,,"1.0","0.0","0.0",,"27.8","20.0",,"  170","  170",,"6.3","11.2","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-01","1.9",,,"9.9","0.0","0.0",,"27.8","20.6",,"  260","  270",,"6.3","13.9","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-02","0.5",,,"0.0","0.0","0.0",,"26.7","20.6",,"   40","   50",,"3.6","5.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-03","1.3",,,"0.0","0.0","0.0",,"27.8","18.9",,"   60","   20",,"4.0","5.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-04","1.5",,,"0.0","0.0","0.0",,"23.9","20.6",,"  100","   50",,"4.0","6.3",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-05","0.7",,,"0.0","0.0","0.0",,"28.3","20.0",,"  180","  170",,"3.1","5.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-06","1.3",,,"0.0","0.0","0.0",,"28.3","22.2",,"  160","  160",,"5.4","8.1",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-07","2.2",,,"3.0","0.0","0.0",,"31.1","23.9",,"  240","  250",,"5.8","10.3","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-08","1.4",,,"0.0","0.0","0.0",,"31.1","25.0",,"  280","  270",,"5.8","9.8",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-09","2.1",,,"7.6","0.0","0.0",,"26.1","20.0",,"   70","  170",,"5.4","8.1","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-10","2.1",,,"0.0","0.0","0.0",,"28.9","22.2",,"   20","  300",,"5.4","9.4","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-11","1.1",,,"0.0","0.0","0.0",,"31.1","20.6",,"   40","   50",,"4.5","6.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-12","0.9",,,"0.0","0.0","0.0",,"31.7","22.2",,"  240","  250",,"3.1","5.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-13","1.2",,,"0.0","0.0","0.0",,"31.1","22.8",,"  160","  180",,"4.5","8.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-14","1.2",,,"10.7","0.0","0.0",,"27.8","22.8",,"  160","  180",,"3.6","7.2","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-15","2.0",,,"3.0","0.0","0.0",,"27.2","22.2",,"   10","   10",,"5.8","9.8","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-16","2.5",,,"0.0","0.0","0.0",,"26.7","17.8",,"   50","   60",,"6.7","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-17","1.7",,,"0.0","0.0","0.0",,"27.2","19.4",,"  180","  190",,"5.4","9.4",,,,,,,,,,,,,,,,,,
